epoch,loss,lr,best_loss,iou_Free,iou_Road,iou_Vehicle,iou_Pedestrian,iou_StaticObst,miou_all,miou_fg
73,0.103190,0.00018731,0.103190,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
74,0.103028,0.00018534,0.103028,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
33,0.213534,0.00015249,0.212502,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
75,0.102687,0.00018323,0.102687,0.9967,0.9893,0.0005,0.0000,0.0000,0.3973,0.2474
76,0.102949,0.00018100,0.102687,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
34,0.212169,0.00014567,0.212169,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
77,0.102844,0.00017864,0.102687,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
78,0.102420,0.00017616,0.102420,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
79,0.102243,0.00017357,0.102243,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
35,0.212136,0.00013858,0.212136,0.9932,0.9748,0.0001,0.0003,0.0000,0.3937,0.2438
80,0.102079,0.00017086,0.102079,0.9967,0.9893,0.0007,0.0000,0.0000,0.3973,0.2475
81,0.101830,0.00016804,0.101830,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
82,0.101772,0.00016512,0.101772,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
36,0.210854,0.00013125,0.210854,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
83,0.101656,0.00016210,0.101656,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
84,0.101573,0.00015898,0.101573,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
37,0.210495,0.00012373,0.210495,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
85,0.101541,0.00015578,0.101541,0.9967,0.9893,0.0007,0.0000,0.0000,0.3973,0.2475
86,0.101389,0.00015249,0.101389,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
87,0.101353,0.00014912,0.101353,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
38,0.211113,0.00011607,0.210495,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
88,0.101384,0.00014567,0.101353,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
89,0.101274,0.00014216,0.101274,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
90,0.101212,0.00013858,0.101212,0.9967,0.9893,0.0005,0.0001,0.0000,0.3973,0.2475
39,0.209145,0.00010831,0.209145,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
91,0.101155,0.00013494,0.101155,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
92,0.101073,0.00013125,0.101073,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
93,0.100974,0.00012751,0.100974,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
40,0.209528,0.00010050,0.209145,0.9931,0.9747,0.0002,0.0001,0.0000,0.3936,0.2437
94,0.100950,0.00012373,0.100950,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
95,0.100886,0.00011991,0.100886,0.9967,0.9893,0.0003,0.0000,0.0000,0.3973,0.2474
41,0.208805,0.00009269,0.208805,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
96,0.100832,0.00011607,0.100832,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
97,0.100731,0.00011219,0.100731,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
98,0.100739,0.00010831,0.100731,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
42,0.208524,0.00008493,0.208524,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
99,0.100739,0.00010441,0.100731,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
100,0.100663,0.00010050,0.100663,0.9967,0.9893,0.0005,0.0000,0.0000,0.3973,0.2474
43,0.209306,0.00007727,0.208524,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
